MONTH,TIME EVENT BEGAN,TIME OF RESTORATION,AREA AFFECTED,NERC REGION,ALERT CRITERIA,EVENT TYPE,DEMAND LOSS (MW),NUMBER OF CUSTOMERS AFFECTED,STATE
November,11/5/2019 8:30,11/5/2019 16:16,Indiana:,RF,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Physical Attack/Vandalism,0,0,Indiana
November,11/5/2019 8:56,11/5/2019 11:51,Florida: Duval County;,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Unknown/Unspecified,1500,40727,Florida
November,11/5/2019 15:40,11/5/2019 17:11,Idaho: Elmore County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Physical Attack/Vandalism,179,131,Idaho
November,11/8/2019 5:50,11/8/2019 6:10,Utah: California: Oregon: Wyoming:,WECC,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blocked out area or within the partial failure of an integrated electrical system.,System Operations,72,26272,"Utah,California,Oregon,Wyoming"
November,11/16/2019 6:00,11/16/2019 17:45,Texas: New York: Dutchess County;,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Physical Attack/Vandalism,0,0,Texas
November,11/16/2019 16:11,11/16/2019 17:01,Oregon: Lane County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Physical Attack/Vandalism,0,0,Oregon
November,11/20/2019 9:49,11/20/2019 15:20,"California: Colusa County, Lake County, Mendocino County, Napa County, Solano County, Sonoma County, Yolo County, Shasta County, Tehama County;",WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather - Unspecified/Other,178,54000,California
November,11/20/2019 16:55,11/20/2019 17:37,California: Imperial County;,WECC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0,California
November,11/22/2019 0:00,11/22/2019 1:10,"New York: Broome County, Monroe County;",NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,New York
November,11/26/2019 12:27,11/26/2019 18:07,California:,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather - Unspecified/Other,300,93000,California
November,11/27/2019 2:00,11/27/2019 12:00,"Michigan: Tuscola County, Sanilac County, Huron County, St. Clair County, Macomb County, Oakland County, Wayne County, Livingston County, Washtenaw County, Monroe County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather - Unspecified/Other,35,2,Michigan
November,11/27/2019 2:44,11/27/2019 16:00,California: Santa Clara County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Physical Attack/Vandalism,30,107000,California
November,11/29/2019 0:00,11/29/2019 0:00,Texas: Dawson County;,TRE,"Damage or destruction of a Facility within its Reliability Coordinator Area, Balancing Authority Area or Transmission Operator Area that results in action(s) to avoid a Bulk Electric System Emergency.",Physical Attack/Vandalism,0,0,Texas
December,12/3/2019 6:55,12/3/2019 11:25,California: Fresno County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Physical Attack/Vandalism,266,74657,California
December,12/3/2019 19:16,12/3/2019 19:49,Alabama: Covington County;,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,Alabama
December,12/5/2019 0:00,12/5/2019 4:30,Washington: Chelan County;,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Physical Attack/Vandalism,123,56350,Washington
December,12/5/2019 5:16,12/5/2019 16:48,Ohio: Kentucky:,RF,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0,"Ohio,Kentucky"
December,12/7/2019 2:20,12/7/2019 6:10,Oklahoma: Stephens County;,MRO,Physical attack that causes major interruptions or impacts to critical infrastructure or to operations.,Physical Attack/Vandalism,2,400,Oklahoma
December,12/8/2019 13:40,12/8/2019 13:41,Texas: Dallas County;,TRE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Physical Attack/Vandalism,0,0,Texas
December,12/11/2019 13:22,12/11/2019 16:28,Maine:,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,Maine
December,12/11/2019 13:27,12/11/2019 13:51,North Dakota: Burleigh County;,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Unknown/Unspecified,18,1,North Dakota
December,12/11/2019 20:53,12/11/2019 21:33,Oklahoma: Stephens County;,MRO,Physical attack that causes major interruptions or impacts to critical infrastructure or to operations.,Physical Attack/Vandalism,1,392,Oklahoma
December,12/16/2019 1:47,12/16/2019 23:55,Texas:,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Unknown/Unspecified,0,0,Texas
December,12/18/2019 14:30,12/18/2019 15:25,Texas: Nueces County;,TRE,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0,Texas
December,12/19/2019 2:58,12/19/2019 3:46,Nebraska:,MRO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,Nebraska
December,12/24/2019 15:30,12/24/2019 19:34,Illinois:,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Physical Attack/Vandalism,0,0,Illinois
December,12/31/2019 10:59,12/31/2019 11:03,Texas: Nueces County;,TRE,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blocked out area or within the partial failure of an integrated electrical system.,Unknown/Unspecified,25,0,Texas
December,12/31/2019 12:00,12/31/2019 13:00,Washington:,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Physical Attack/Vandalism,0,0,Washington
January,1/9/2020 7:40,1/9/2020 8:48,Minnesota: North Dakota: Wisconsin:,MRO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,"Minnesota,North Dakota,Wisconsin"
January,1/9/2020 20:45,1/9/2020 21:23,Washington: King County;,WECC,Cyber event that could potentially impact electric power system adequacy or reliability.,Physical Attack/Vandalism,0,0,Washington
January,1/9/2020 23:07,1/9/2020 23:19,Arkansas: Yell County;,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather - Unspecified/Other,0,0,Arkansas
January,1/10/2020 14:53,1/10/2020 21:53,Tennessee: Hamilton County;,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Physical Attack/Vandalism,1742,114144,Tennessee
January,1/11/2020 2:01,1/11/2020 23:02,North Carolina: South Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather - Unspecified/Other,22,7541,"North Carolina,South Carolina"
January,1/11/2020 2:25,1/11/2020 7:56,Arkansas: Cross County;,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather - Unspecified/Other,1478,68138,Arkansas
January,1/11/2020 3:30,1/11/2020 17:30,Arkansas: Texas:,"MRO,TRE","Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather - Unspecified/Other,219,30715,"Arkansas,Texas"
January,1/11/2020 12:50,1/11/2020 13:33,Alabama: Georgia: Mississippi:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather - Unspecified/Other,4,82859,"Alabama,Georgia,Mississippi"
January,1/11/2020 13:20,1/11/2020 20:20,Tennessee:,SERC,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.,Severe Weather - Unspecified/Other,1719,66475,Tennessee
January,1/12/2020 11:15,1/12/2020 11:18,Texas: Brazos County;,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Physical Attack/Vandalism,0,0,Texas
January,1/14/2020 0:00,1/14/2020 1:00,Florida: Alachua County;,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Physical Attack/Vandalism,0,0,Florida
January,1/16/2020 11:06,1/16/2020 11:36,Texas: Harris County;,TRE,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0,Texas
January,1/17/2020 5:28,1/17/2020 10:13,California: Humboldt County;,WECC,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.,Severe Weather - Unspecified/Other,87,67864,Oregon
January,1/20/2020 6:30,1/20/2020 6:31,California: Los Angeles County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Physical Attack/Vandalism,0,0,California
January,1/22/2020 2:57,1/22/2020 3:17,Nevada: Humboldt County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Physical Attack/Vandalism,7,3120,Nevada
January,1/23/2020 0:39,1/23/2020 23:30,Florida: Manatee County;,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Physical Attack/Vandalism,0,0,Florida
January,1/24/2020 4:34,1/24/2020 11:34,California:,WECC,Fuel supply emergencies that could impact electric power system adequacy or reliability.,Generation Inadequacy Load/Fuel/Supply,0,0,California
January,1/27/2020 14:10,1/27/2020 18:58,North Dakota: South Dakota: Montana:,MRO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,540,130000,"North Dakota,South Dakota,Montana"
January,1/30/2020 3:01,1/30/2020 4:36,North Dakota: Burleigh County;,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Unknown/Unspecified,75,0,North Dakota
January,1/31/2020 9:50,1/31/2020 10:00,California:,WECC,Cyber event that could potentially impact electric power system adequacy or reliability.,Physical Attack/Vandalism,0,0,Nevada
February,2/6/2020 12:44,2/6/2020 14:29,North Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather - Unspecified/Other,534,89500,North Carolina
February,2/6/2020 13:30,2/6/2020 20:08,North Carolina: South Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather - Unspecified/Other,701,284256,"North Carolina,South Carolina"
February,2/7/2020 8:48,2/7/2020 15:48,Virginia: North Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather - Unspecified/Other,612,87000,Virginia
